judul_film,rating,title,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,Rating
Roman de gare,2.833333333333333,Roman de gare,Drama,Mystery,,,,,,,2
Romance,2.484375,Romance,Drama,Romance,,,,,,,2
Romancing the Stone,3.4129511677282376,Romancing the Stone,Action,Adventure,Comedy,Romance,,,,,2
Romeo + Juliet,3.4722222222222223,Romeo + Juliet,Drama,Romance,,,,,,,2
Romeo + Juliet,3.4722222222222223,Romeo + Juliet,Drama,Romance,,,,,,,2
Romeo Is Bleeding,3.365853658536585,Romeo Is Bleeding,Crime,Thriller,,,,,,,2
Romeo Must Die,2.851293103448276,Romeo Must Die,Action,Crime,Romance,Thriller,,,,,2
Romero,3.933333333333333,Romero,Drama,,,,,,,,2
Romper Stomper,3.5254237288135597,Romper Stomper,Action,Drama,,,,,,,2
"Romulus, My Father",3.4,"Romulus, My Father",Drama,,,,,,,,2
Romy and Michele's High School Reunion,2.8975265017667846,Romy and Michele's High School Reunion,Comedy,,,,,,,,2
Ronin,3.530805687203792,Ronin,Action,Crime,Thriller,,,,,,2
Rookie of the Year,2.765151515151515,Rookie of the Year,Comedy,Fantasy,,,,,,,2
Room Service,3.34375,Room Service,Comedy,,,,,,,,2
Room at the Top,4.166666666666667,Room at the Top,Drama,,,,,,,,2
Roommates,2.8125,Roommates,Comedy,Drama,,,,,,,2
Rooster Cogburn,3.409090909090909,Rooster Cogburn,Comedy,Western,,,,,,,2
Roozi ke zan shodam,3.75,Roozi ke zan shodam,Drama,,,,,,,,2
Rope,4.003246753246753,Rope,Crime,Drama,Thriller,,,,,,2
Rosalie Goes Shopping,3.375,Rosalie Goes Shopping,Comedy,,,,,,,,2
Rosario Tijeras,2.5,Rosario Tijeras,Crime,Drama,Romance,,,,,,2
Rose Red,2.7962962962962963,Rose Red,Horror,Mystery,Thriller,,,,,,2
Roseanna's Grave,3.7777777777777777,Roseanna's Grave,Comedy,Drama,Romance,,,,,,2
Rosemary's Baby,3.817365269461078,Rosemary's Baby,Drama,Horror,Thriller,,,,,,2
Rosencrantz & Guildenstern Are Dead,3.889937106918239,Rosencrantz & Guildenstern Are Dead,Comedy,Drama,,,,,,,2
Rosenstrasse,3.5,Rosenstrasse,Drama,War,,,,,,,2
Rosetta,3.947368421052632,Rosetta,Drama,,,,,,,,2
Rosewood,3.526315789473684,Rosewood,Drama,,,,,,,,2
Rough Magic,2.25,Rough Magic,Drama,Romance,,,,,,,2
Rough Night in Jericho,1.75,Rough Night in Jericho,Western,,,,,,,,2
Rounders,3.6812080536912752,Rounders,Drama,,,,,,,,2
Roustabout,3.0,Roustabout,Musical,,,,,,,,2
Roxanne,3.527027027027027,Roxanne,Comedy,Romance,,,,,,,2
Roxie Hart,2.833333333333333,Roxie Hart,Comedy,,,,,,,,2
Royal Wedding,3.423076923076923,Royal Wedding,Comedy,Musical,Romance,,,,,,2
Ruang rak noi nid mahasan,3.756756756756757,Ruang rak noi nid mahasan,Drama,Romance,,,,,,,2
Ruang talok 69,3.5,Ruang talok 69,Action,Comedy,Thriller,,,,,,2
Ruby Cairo,2.75,Ruby Cairo,Thriller,,,,,,,,2
Ruby Gentry,4.0,Ruby Gentry,Drama,,,,,,,,2
Ruby in Paradise,3.851851851851852,Ruby in Paradise,Drama,,,,,,,,2
Rude Awakening,2.0,Rude Awakening,Comedy,,,,,,,,2
Rude Boy,3.75,Rude Boy,Drama,,,,,,,,2
Rude Boy,3.75,Rude Boy,Documentary,Drama,,,,,,,2
Rudy,3.518421052631579,Rudy,Drama,,,,,,,,2
Rugrats Go Wild,2.071428571428572,Rugrats Go Wild,Adventure,Animation,Children,Comedy,,,,,2
Rugrats in Paris: The Movie - Rugrats II,2.3488372093023258,Rugrats in Paris: The Movie - Rugrats II,Animation,Children,Comedy,,,,,,2
Rukajärven tie,3.2142857142857144,Rukajärven tie,Drama,Romance,War,,,,,,2
Rules of Engagement,3.180555555555556,Rules of Engagement,Drama,Thriller,,,,,,,2
Rumble Fish,3.472972972972973,Rumble Fish,Drama,,,,,,,,2
Rumor Has It...,2.935643564356436,Rumor Has It...,Comedy,Drama,Romance,,,,,,2
Run Fatboy Run,3.1008771929824563,Run Fatboy Run,Action,Drama,Thriller,,,,,,2
Run Fatboy Run,3.1008771929824563,Run Fatboy Run,Comedy,Romance,,,,,,,2
Run Silent Run Deep,3.810810810810811,Run Silent Run Deep,War,,,,,,,,2
Runaway Bride,2.704204204204204,Runaway Bride,Comedy,Romance,,,,,,,2
Runaway Jury,3.601063829787234,Runaway Jury,Sci-Fi,Thriller,,,,,,,2
Runaway Jury,3.601063829787234,Runaway Jury,Drama,Thriller,,,,,,,2
Runaway Train,3.563492063492064,Runaway Train,Action,Adventure,Drama,Thriller,,,,,2
Running Scared,3.4506944444444443,Running Scared,Action,Comedy,,,,,,,2
Running Scared,3.4506944444444443,Running Scared,Action,Drama,,,,,,,2
Running Scared,3.4506944444444443,Running Scared,Action,Crime,Thriller,,,,,,2
Running Time,3.5,Running Time,Crime,Thriller,,,,,,,2
Running on Empty,3.602564102564102,Running on Empty,Drama,,,,,,,,2
Running with Scissors,2.9482758620689653,Running with Scissors,Comedy,Drama,,,,,,,2
Rupan sansei: Kariosutoro no shiro,3.6714285714285713,Rupan sansei: Kariosutoro no shiro,Action,Adventure,Animation,Mystery,Romance,,,,2
Rush Hour,3.332222222222222,Rush Hour,Action,Comedy,Crime,Thriller,,,,,2
Rush Hour 2,3.076687116564417,Rush Hour 2,Action,Comedy,,,,,,,2
Rush Hour 3,2.5808823529411766,Rush Hour 3,Action,Comedy,Crime,Thriller,,,,,2
Rushmore,3.825327510917031,Rushmore,Comedy,Drama,,,,,,,2
Russkiy kovcheg,3.1627906976744184,Russkiy kovcheg,Drama,Fantasy,War,,,,,,2
Rustlers' Rhapsody,3.2,Rustlers' Rhapsody,Comedy,Western,,,,,,,2
Ruthless People,3.47244094488189,Ruthless People,Comedy,,,,,,,,2
Ryan's Daughter,3.7916666666666665,Ryan's Daughter,Drama,Romance,,,,,,,2
S.F.W.,3.0416666666666665,S.F.W.,Drama,,,,,,,,2
S.O.B.,2.892857142857143,S.O.B.,Comedy,,,,,,,,2
S.W.A.T.,2.924882629107981,S.W.A.T.,Action,Thriller,,,,,,,2
S1m0ne,2.823308270676692,S1m0ne,Comedy,Drama,Fantasy,,,,,,2
SF: Episode One,3.8333333333333335,SF: Episode One,Action,Adventure,Comedy,,,,,,2
SLC Punk!,3.625,SLC Punk!,Comedy,Drama,,,,,,,2
Sabotage,3.760869565217391,Sabotage,Thriller,,,,,,,,2
Saboteur,3.692307692307693,Saboteur,Thriller,,,,,,,,2
Sabrina,3.386363636363636,Sabrina,Comedy,Romance,,,,,,,2
Sabrina,3.386363636363636,Sabrina,Comedy,Romance,,,,,,,2
Sacco e Vanzetti,4.0,Sacco e Vanzetti,Drama,,,,,,,,2
Safar e Ghandehar,3.4166666666666665,Safar e Ghandehar,Drama,,,,,,,,2
Safe House,2.875,Safe House,Thriller,,,,,,,,2
Safe Men,3.533333333333333,Safe Men,Comedy,,,,,,,,2
Safe Passage,3.2,Safe Passage,Drama,,,,,,,,2
Safety Last!,4.0,Safety Last!,Action,Comedy,Romance,,,,,,2
Sahara,2.9819277108433737,Sahara,War,,,,,,,,2
Sahara,2.9819277108433737,Sahara,Action,Adventure,Comedy,,,,,,2
Saibogujiman kwenchana,3.7857142857142856,Saibogujiman kwenchana,Comedy,Drama,Fantasy,Romance,,,,,2
Saikaku ichidai onna,5.0,Saikaku ichidai onna,Drama,,,,,,,,2
Saint Ralph,3.5869565217391304,Saint Ralph,Comedy,Drama,,,,,,,2
Saints and Soldiers,3.546511627906977,Saints and Soldiers,War,,,,,,,,2
Sairen,3.274390243902439,Sairen,Drama,,,,,,,,2
Salaam Bombay!,3.9516129032258074,Salaam Bombay!,Drama,,,,,,,,2
Salinui chueok,3.8194444444444446,Salinui chueok,Comedy,Crime,Drama,Mystery,Thriller,,,,2
Salmer fra kjøkkenet,3.6346153846153846,Salmer fra kjøkkenet,Comedy,Drama,,,,,,,2
Salmonberries,2.6666666666666665,Salmonberries,Drama,,,,,,,,2
Salome's Last Dance,3.5,Salome's Last Dance,Comedy,Drama,,,,,,,2
Salsa,1.9,Salsa,Musical,Romance,,,,,,,2
Salvador (Puig Antich),3.724137931034482,Salvador (Puig Antich),Drama,Thriller,War,,,,,,2
Salò o le 120 giornate di Sodoma,3.25,Salò o le 120 giornate di Sodoma,Drama,Horror,,,,,,,2
Sam gang yi,3.6125,Sam gang yi,Horror,,,,,,,,2
"Same Time, Next Year",3.513888888888889,"Same Time, Next Year",Comedy,Drama,Romance,,,,,,2
Sammy and Rosie Get Laid,3.59375,Sammy and Rosie Get Laid,Comedy,Drama,,,,,,,2
Samsara,4.090909090909091,Samsara,Drama,Romance,,,,,,,2
San Francisco,3.71875,San Francisco,Drama,Musical,Romance,,,,,,2
San-Antonio,2.5,San-Antonio,Western,,,,,,,,2
Sands of Iwo Jima,3.477272727272727,Sands of Iwo Jima,Action,Drama,Romance,War,,,,,2
Sanma no aji,4.0,Sanma no aji,Drama,,,,,,,,2
Sans soleil,3.892857142857143,Sans soleil,Documentary,,,,,,,,2
Sans toit ni loi,3.35,Sans toit ni loi,Drama,,,,,,,,2
Sanshô dayû,3.8,Sanshô dayû,Drama,,,,,,,,2
Santa Claus,2.7811653116531163,Santa Claus,Comedy,Drama,Fantasy,,,,,,2
Santa Claus,2.7811653116531163,Santa Claus,Adventure,Children,Fantasy,,,,,,2
Santa Fe Trail,2.25,Santa Fe Trail,Drama,Romance,Western,,,,,,2
Santa sangre,3.5,Santa sangre,Drama,Horror,Mystery,Thriller,,,,,2
Santa with Muscles,1.0,Santa with Muscles,Comedy,,,,,,,,2
Santitos,4.0,Santitos,Comedy,,,,,,,,2
Saraband,3.4722222222222223,Saraband,Drama,,,,,,,,2
Sarafina!,2.9285714285714284,Sarafina!,Drama,,,,,,,,2
Sarah Silverman: Jesus Is Magic,3.3037974683544302,Sarah Silverman: Jesus Is Magic,Comedy,Musical,,,,,,,2
Satin rouge,2.75,Satin rouge,Drama,Musical,,,,,,,2
Satisfaction,2.1875,Satisfaction,Comedy,Drama,Romance,,,,,,2
Satree lek,3.6666666666666665,Satree lek,Comedy,,,,,,,,2
Satsujin ken 2,2.833333333333333,Satsujin ken 2,Action,Crime,Drama,,,,,,2
Saturday Night Fever,3.29126213592233,Saturday Night Fever,Comedy,Drama,Romance,,,,,,2
Saturday Night and Sunday Morning,3.6052631578947367,Saturday Night and Sunday Morning,Drama,,,,,,,,2
Saturday the 14th,2.3076923076923075,Saturday the 14th,Comedy,Horror,,,,,,,2
Saturn 3,2.230769230769231,Saturn 3,Adventure,Sci-Fi,Thriller,,,,,,2
Sauna,4.0,Sauna,Horror,Mystery,,,,,,,2
Savage Grace,2.5,Savage Grace,Crime,Drama,,,,,,,2
Savannah Smiles,3.375,Savannah Smiles,Comedy,,,,,,,,2
Save the Last Dance,3.0171428571428573,Save the Last Dance,Drama,,,,,,,,2
Save the Last Dance,3.0171428571428573,Save the Last Dance,Drama,Romance,,,,,,,2
Save the Tiger,3.4166666666666665,Save the Tiger,Drama,,,,,,,,2
Saved!,3.5311004784688995,Saved!,Comedy,Drama,,,,,,,2
Saving Face,3.846938775510204,Saving Face,Comedy,Drama,Romance,,,,,,2
Saving Grace,3.730769230769231,Saving Grace,Comedy,,,,,,,,2
Saving Private Ryan,3.9533279220779214,Saving Private Ryan,Action,Drama,War,,,,,,2
Saving Shiloh,3.333333333333333,Saving Shiloh,Children,Drama,,,,,,,2
Saving Silverman,2.7375,Saving Silverman,Comedy,,,,,,,,2
Savior,3.5789473684210527,Savior,Drama,War,,,,,,,2
Saw,3.484375,Saw,Crime,Horror,Mystery,Thriller,,,,,2
Saw II,3.0804347826086955,Saw II,Horror,Thriller,,,,,,,2
Saw III,2.8801652892561984,Saw III,Crime,Horror,Thriller,,,,,,2
Saw IV,2.717391304347826,Saw IV,Crime,Horror,Thriller,,,,,,2
Saw V,2.590909090909091,Saw V,Horror,,,,,,,,2
Say Anything...,3.755725190839695,Say Anything...,Comedy,Drama,Romance,,,,,,2
Say It Isn't So,2.3088235294117645,Say It Isn't So,Comedy,Romance,,,,,,,2
Sayat Nova,2.6666666666666665,Sayat Nova,Drama,,,,,,,,2
Sayonara,3.7777777777777777,Sayonara,Drama,,,,,,,,2
Scanners,3.207792207792208,Scanners,Horror,Sci-Fi,Thriller,,,,,,2
Scaramouche,3.25,Scaramouche,Adventure,Romance,,,,,,,2
Scarecrow,3.4642857142857144,Scarecrow,Drama,,,,,,,,2
Scarface,3.854785478547855,Scarface,Action,Comedy,Crime,Drama,,,,,2
Scarface,3.854785478547855,Scarface,Action,Crime,Drama,,,,,,2
Scarface,3.854785478547855,Scarface,Crime,Drama,Film-Noir,,,,,,2
Scarlet Street,3.857142857142857,Scarlet Street,Film-Noir,,,,,,,,2
Scary Movie,2.669028340080972,Scary Movie,Comedy,Horror,,,,,,,2
Scary Movie 2,2.292553191489361,Scary Movie 2,Comedy,Horror,,,,,,,2
Scary Movie 3,2.42,Scary Movie 3,Comedy,Horror,,,,,,,2
Scary Movie 4,2.358695652173913,Scary Movie 4,Comedy,Horror,,,,,,,2
Scener ur ett äktenskap,4.0,Scener ur ett äktenskap,Drama,,,,,,,,2
Scenes from a Mall,2.3043478260869565,Scenes from a Mall,Comedy,,,,,,,,2
Scenes from the Class Struggle in Beverly Hills,2.7857142857142856,Scenes from the Class Struggle in Beverly Hills,Comedy,,,,,,,,2
Scent of a Woman,3.743872549019608,Scent of a Woman,Drama,,,,,,,,2
Schindler's List,4.174786324786325,Schindler's List,Drama,War,,,,,,,2
Schizopolis,3.882352941176471,Schizopolis,Comedy,,,,,,,,2
Schlafes Bruder,3.5,Schlafes Bruder,Drama,,,,,,,,2
School Daze,2.9545454545454546,School Daze,Drama,,,,,,,,2
School Ties,3.381818181818182,School Ties,Drama,,,,,,,,2
School for Scoundrels,3.205555555555556,School for Scoundrels,Comedy,,,,,,,,2
School for Scoundrels,3.205555555555556,School for Scoundrels,Comedy,Crime,,,,,,,2
Schultze Gets the Blues,3.055555555555556,Schultze Gets the Blues,Comedy,Drama,,,,,,,2
Scooby Doo 2: Monsters Unleashed,2.342857142857143,Scooby Doo 2: Monsters Unleashed,Action,Adventure,Children,Comedy,Mystery,,,,2
Scooby-Doo,2.3088235294117645,Scooby-Doo,Adventure,Children,Comedy,,,,,,2
Scoop,3.380952380952381,Scoop,Comedy,Mystery,,,,,,,2
Scorched,3.0,Scorched,Comedy,Crime,,,,,,,2
Scorchers,3.5,Scorchers,Comedy,Drama,,,,,,,2
"Scotland, Pa.",3.661290322580645,"Scotland, Pa.",Comedy,Crime,,,,,,,2
Scratch,3.7857142857142856,Scratch,Documentary,,,,,,,,2
Scream,3.0739910313901344,Scream,Comedy,Horror,Thriller,,,,,,2
Scream 2,2.6276978417266186,Scream 2,Comedy,Horror,Thriller,,,,,,2
Scream 3,2.376595744680851,Scream 3,Comedy,Horror,Thriller,,,,,,2
Scream Blacula Scream,2.333333333333333,Scream Blacula Scream,Horror,,,,,,,,2
Screamers,2.967741935483871,Screamers,Action,Sci-Fi,Thriller,,,,,,2
Screwed,2.75,Screwed,Comedy,,,,,,,,2
Scrooge,3.8535714285714286,Scrooge,Drama,Fantasy,Musical,,,,,,2
Scrooge,3.8535714285714286,Scrooge,Drama,Fantasy,,,,,,,2
Scrooged,3.4633620689655173,Scrooged,Comedy,Fantasy,Romance,,,,,,2
Se ying diu sau,3.3846153846153846,Se ying diu sau,Action,Comedy,,,,,,,2
"Se, jie",3.6865671641791047,"Se, jie",Drama,Romance,Thriller,War,,,,,2
Sea of Love,3.5253164556962027,Sea of Love,Crime,Drama,Thriller,,,,,,2
Seabiscuit,3.7249283667621778,Seabiscuit,Drama,,,,,,,,2
Seance on a Wet Afternoon,3.95,Seance on a Wet Afternoon,Crime,Drama,Thriller,,,,,,2
Search and Destroy,2.5,Search and Destroy,Comedy,Drama,,,,,,,2
Searching for Bobby Fischer,3.82520325203252,Searching for Bobby Fischer,Drama,,,,,,,,2
Searching for Debra Winger,3.2,Searching for Debra Winger,Documentary,,,,,,,,2
Second Best,3.25,Second Best,Drama,,,,,,,,2
Secondhand Lions,3.6875,Secondhand Lions,Adventure,Children,Comedy,Drama,,,,,2
Secret Admirer,2.7,Secret Admirer,Comedy,Romance,,,,,,,2
Secret Agent,3.363636363636364,Secret Agent,Drama,,,,,,,,2
Secret Agent,3.363636363636364,Secret Agent,Thriller,,,,,,,,2
Secret Honor,3.7857142857142856,Secret Honor,Drama,,,,,,,,2
Secret Society,3.1666666666666665,Secret Society,Comedy,,,,,,,,2
Secret Window,3.124087591240876,Secret Window,Mystery,Thriller,,,,,,,2
Secretary,3.780120481927711,Secretary,Comedy,Drama,Romance,,,,,,2
Secrets & Lies,4.095454545454546,Secrets & Lies,Drama,,,,,,,,2
Secuestro express,3.0,Secuestro express,Action,Drama,Thriller,,,,,,2
See No Evil,2.6333333333333333,See No Evil,Crime,Drama,Horror,Thriller,,,,,2
See No Evil,2.6333333333333333,See No Evil,Horror,,,,,,,,2
"See No Evil, Hear No Evil",3.2958333333333334,"See No Evil, Hear No Evil",Comedy,Crime,,,,,,,2
"See No Evil, Hear No Evil",3.2958333333333334,"See No Evil, Hear No Evil",Thriller,,,,,,,,2
See Spot Run,2.1153846153846154,See Spot Run,Comedy,,,,,,,,2
Seed of Chucky,2.1029411764705883,Seed of Chucky,Comedy,Horror,,,,,,,2
Seeing Other People,3.4166666666666665,Seeing Other People,Comedy,,,,,,,,2
Seems Like Old Times,3.4722222222222223,Seems Like Old Times,Comedy,Romance,,,,,,,2
Segunda piel,3.5,Segunda piel,Drama,Romance,,,,,,,2
Sei donne per l'assassino,4.25,Sei donne per l'assassino,Horror,Thriller,,,,,,,2
Seksmisja,3.0,Seksmisja,Adventure,Comedy,Sci-Fi,,,,,,2
Selena,2.952830188679245,Selena,Drama,Musical,,,,,,,2
Semi-Pro,2.7142857142857144,Semi-Pro,Comedy,,,,,,,,2
Semi-Tough,3.0384615384615383,Semi-Tough,Comedy,,,,,,,,2
Sen to Chihiro no kamikakushi,4.142749244712991,Sen to Chihiro no kamikakushi,Adventure,Animation,Children,Fantasy,,,,,2
Send Me No Flowers,3.631578947368421,Send Me No Flowers,Comedy,Romance,,,,,,,2
Senior Trip,2.388888888888889,Senior Trip,Comedy,,,,,,,,2
Senki,3.9375,Senki,Drama,,,,,,,,2
Sennen joyû,3.7,Sennen joyû,Animation,Drama,Romance,,,,,,2
Sense and Sensibility,3.875698324022346,Sense and Sensibility,Comedy,Drama,Romance,,,,,,2
Senseless,2.473684210526316,Senseless,Comedy,,,,,,,,2
Seom,3.5,Seom,Drama,,,,,,,,2
Separate Lies,3.4615384615384617,Separate Lies,Drama,Romance,,,,,,,2
Separate Tables,4.03125,Separate Tables,Drama,,,,,,,,2
Seppuku,4.303571428571429,Seppuku,Drama,,,,,,,,2
September Dawn,3.0,September Dawn,Drama,Romance,Western,,,,,,2
Seraphim Falls,3.446428571428572,Seraphim Falls,Action,Adventure,Drama,War,Western,,,,2
Serendipity,3.313953488372093,Serendipity,Comedy,Romance,,,,,,,2
Serenity,3.889705882352941,Serenity,Action,Adventure,Sci-Fi,Western,,,,,2
Sergeant York,3.897727272727273,Sergeant York,Drama,War,,,,,,,2
Serial,2.5,Serial,Comedy,,,,,,,,2
Serial Mom,3.1496350364963503,Serial Mom,Comedy,Crime,Horror,,,,,,2
Series 7: The Contenders,3.690476190476191,Series 7: The Contenders,Action,Drama,,,,,,,2
Serpico,3.8820754716981134,Serpico,Crime,Drama,,,,,,,2
Serving Sara,2.4871794871794872,Serving Sara,Comedy,Romance,,,,,,,2
Sesame Street Presents: Follow that Bird,2.823529411764706,Sesame Street Presents: Follow that Bird,Children,Comedy,,,,,,,2
Session 9,3.451388888888889,Session 9,Horror,Thriller,,,,,,,2
Set It Off,2.96,Set It Off,Action,Crime,,,,,,,2
Seul contre tous,3.78125,Seul contre tous,Drama,Thriller,,,,,,,2
Seven Brides for Seven Brothers,3.581967213114754,Seven Brides for Seven Brothers,Comedy,Musical,Romance,Western,,,,,2
Seven Chances,3.772727272727273,Seven Chances,Comedy,,,,,,,,2
Seven Days in May,4.073170731707317,Seven Days in May,Thriller,,,,,,,,2
Seven Girlfriends,3.0,Seven Girlfriends,Comedy,Romance,,,,,,,2
Seven Pounds,3.375,Seven Pounds,Drama,,,,,,,,2
Seven Years in Tibet,3.415217391304348,Seven Years in Tibet,Drama,War,,,,,,,2
Severance,3.2,Severance,Comedy,Horror,Thriller,,,,,,2
Sex & the Other Man,3.333333333333333,Sex & the Other Man,Comedy,Drama,,,,,,,2
Sex Drive,2.8,Sex Drive,Comedy,,,,,,,,2
Sex Is Comedy,2.25,Sex Is Comedy,Comedy,Drama,Romance,,,,,,2
Sex and Breakfast,2.0,Sex and Breakfast,Comedy,Drama,Romance,,,,,,2
Sex and Death 101,3.375,Sex and Death 101,Comedy,Drama,,,,,,,2
Sex and the City,3.05625,Sex and the City,Comedy,Romance,,,,,,,2
"Sex, Lies, and Videotape",3.5854166666666667,"Sex, Lies, and Videotape",Drama,,,,,,,,2
Sex: The Annabel Chong Story,2.863636363636364,Sex: The Annabel Chong Story,Documentary,,,,,,,,2
Sexy Beast,3.5277777777777777,Sexy Beast,Comedy,Crime,Drama,,,,,,2
Sgt. Bilko,2.691489361702128,Sgt. Bilko,Comedy,,,,,,,,2
Sgt. Kabukiman N.Y.P.D.,3.0,Sgt. Kabukiman N.Y.P.D.,Action,Comedy,Fantasy,,,,,,2
Sgt. Pepper's Lonely Hearts Club Band,1.8846153846153848,Sgt. Pepper's Lonely Hearts Club Band,Adventure,Musical,,,,,,,2
Shackleton's Antarctic Adventure,3.4444444444444446,Shackleton's Antarctic Adventure,Documentary,IMAX,,,,,,,2
Shade,3.175,Shade,Crime,Drama,Thriller,,,,,,2
Shadow Conspiracy,2.7666666666666666,Shadow Conspiracy,Thriller,,,,,,,,2
Shadow Magic,3.583333333333333,Shadow Magic,Drama,Romance,,,,,,,2
Shadow of a Doubt,4.078125,Shadow of a Doubt,Film-Noir,Thriller,,,,,,,2
Shadow of the Thin Man,3.5869565217391304,Shadow of the Thin Man,Comedy,Crime,Mystery,,,,,,2
Shadow of the Vampire,3.355828220858896,Shadow of the Vampire,Drama,Horror,,,,,,,2
Shadowboxer,3.0,Shadowboxer,Crime,Drama,Thriller,,,,,,2
Shadowlands,3.847826086956522,Shadowlands,Drama,Romance,,,,,,,2
Shadows and Fog,3.0,Shadows and Fog,Comedy,Drama,,,,,,,2
Shadrach,3.6,Shadrach,Drama,,,,,,,,2
Shaft,3.055793991416309,Shaft,Action,Crime,Drama,Thriller,,,,,2
Shaft,3.055793991416309,Shaft,Action,Crime,Thriller,,,,,,2
Shaft in Africa,3.1666666666666665,Shaft in Africa,Action,Crime,,,,,,,2
Shaft's Big Score!,2.75,Shaft's Big Score!,Action,Crime,,,,,,,2
Shag,3.142857142857143,Shag,Comedy,Drama,,,,,,,2
Shakedown,2.5,Shakedown,Action,,,,,,,,2
Shakes the Clown,3.0,Shakes the Clown,Comedy,,,,,,,,2
Shakespeare in Love,3.633376288659794,Shakespeare in Love,Comedy,Drama,Romance,,,,,,2
Shalako,2.25,Shalako,Western,,,,,,,,2
Shall We Dance,3.349099099099099,Shall We Dance,Comedy,Musical,Romance,,,,,,2
Shall We Dance,3.349099099099099,Shall We Dance,Comedy,Romance,,,,,,,2
Shall we dansu?,3.887387387387387,Shall we dansu?,Comedy,,,,,,,,2
Shallow Grave,3.5893719806763285,Shallow Grave,Comedy,Drama,Thriller,,,,,,2
Shallow Hal,2.9088145896656536,Shallow Hal,Comedy,Fantasy,Romance,,,,,,2
Shampoo,3.0961538461538463,Shampoo,Comedy,Romance,,,,,,,2
Shamus,2.5,Shamus,Crime,Mystery,,,,,,,2
Shane,3.8963414634146334,Shane,Drama,Western,,,,,,,2
Shanghai Ghetto,5.0,Shanghai Ghetto,Documentary,,,,,,,,2
Shanghai Knights,3.075268817204301,Shanghai Knights,Action,Adventure,Comedy,,,,,,2
Shanghai Noon,3.3216216216216217,Shanghai Noon,Action,Adventure,Comedy,Western,,,,,2
Shanghai Surprise,1.7777777777777777,Shanghai Surprise,Adventure,,,,,,,,2
Shao Lin san shi liu fang,3.3181818181818183,Shao Lin san shi liu fang,Action,,,,,,,,2
Shao Lin san shi liu fang,3.3181818181818183,Shao Lin san shi liu fang,Action,Adventure,,,,,,,2
Shark Swarm,1.5,Shark Swarm,Action,Horror,Sci-Fi,,,,,,2
Shark Tale,2.897560975609756,Shark Tale,Animation,Children,Comedy,,,,,,2
Sharky's Machine,3.0454545454545454,Sharky's Machine,Crime,Drama,Romance,,,,,,2
Shattered Glass,3.621900826446281,Shattered Glass,Mystery,Thriller,,,,,,,2
Shattered Glass,3.621900826446281,Shattered Glass,Crime,Drama,,,,,,,2
Shattered Image,1.5,Shattered Image,Drama,Thriller,,,,,,,2
Shaun of the Dead,3.8088455772113945,Shaun of the Dead,Comedy,Horror,Romance,,,,,,2
She Drives Me Crazy,2.4838709677419355,She Drives Me Crazy,Comedy,Romance,,,,,,,2
She Hate Me,2.607142857142857,She Hate Me,Comedy,Drama,,,,,,,2
She Wore a Yellow Ribbon,3.583333333333333,She Wore a Yellow Ribbon,Western,,,,,,,,2
She's All That,2.779255319148936,She's All That,Comedy,Romance,,,,,,,2
She's Gotta Have It,3.276315789473684,She's Gotta Have It,Comedy,Romance,,,,,,,2
She's Having a Baby,2.852272727272727,She's Having a Baby,Comedy,,,,,,,,2
She's Out of Control,2.5357142857142856,She's Out of Control,Comedy,,,,,,,,2
She's So Lovely,2.9473684210526314,She's So Lovely,Drama,Romance,,,,,,,2
She's the Man,3.025,She's the Man,Comedy,Romance,,,,,,,2
She's the One,2.8828125,She's the One,Comedy,Romance,,,,,,,2
She-Devil,2.441666666666667,She-Devil,Comedy,,,,,,,,2
Sheena,1.7307692307692308,Sheena,Action,Adventure,Fantasy,,,,,,2
Shekvarebuli kulinaris ataserti retsepti,3.5,Shekvarebuli kulinaris ataserti retsepti,Comedy,Romance,,,,,,,2
Shenandoah,3.5,Shenandoah,Drama,War,Western,,,,,,2
Sherlock Holmes Faces Death,4.0,Sherlock Holmes Faces Death,Crime,Mystery,,,,,,,2
Sherlock Holmes and the Secret Weapon,3.571428571428572,Sherlock Holmes and the Secret Weapon,Crime,Mystery,Sci-Fi,Thriller,,,,,2
