title,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8
Ernest Scared Stupid,Comedy,,,,,,,
The Gypsy Moths,Drama,,,,,,,
The Hills Have Eyes II,Horror,,,,,,,
The Hills Have Eyes,Horror,,,,,,,
Indian Summer,Comedy,Drama,,,,,,
The Mack,Crime,,,,,,,
Monkey Trouble,Children,Comedy,,,,,,
Monster in the Closet,Comedy,Horror,,,,,,
No Way to Treat a Lady,Crime,Drama,Thriller,,,,,
Shock Waves,Horror,,,,,,,
Spaced Invaders,Sci-Fi,,,,,,,
Suburban Commando,Comedy,Sci-Fi,,,,,,
Surf Ninjas,Comedy,,,,,,,
Tabu: A Story of the South Seas,Drama,Romance,,,,,,
The Wanderers,Drama,,,,,,,
The Yearling,Children,Drama,,,,,,
The Ladykillers,Comedy,Crime,,,,,,
The Lavender Hill Mob,Comedy,Crime,,,,,,
The Man in the White Suit,Comedy,Sci-Fi,,,,,,
Ratcatcher,Drama,,,,,,,
Society,Horror,Mystery,,,,,,
El hijo de la novia,Comedy,Drama,,,,,,
Das Experiment,Drama,Thriller,,,,,,
Ballistic: Ecks vs. Sever,Action,Sci-Fi,Thriller,,,,,
The Banger Sisters,Comedy,Drama,,,,,,
The Four Feathers,Adventure,War,,,,,,
Trapped,Action,Thriller,,,,,,
8 femmes,Comedy,Crime,Musical,Mystery,,,,
Le fate ignoranti,Drama,Romance,,,,,,
Invincible,Drama,,,,,,,
The Mesmerist,Comedy,Fantasy,Horror,,,,,
Secretary,Comedy,Drama,Romance,,,,,
Sen to Chihiro no kamikakushi,Adventure,Animation,Children,Fantasy,,,,
The Trials of Henry Kissinger,Documentary,,,,,,,
Sweet Home Alabama,Comedy,Romance,,,,,,
The Tuxedo,Action,Comedy,,,,,,
Charlie and the Chocolate Factory,Comedy,Drama,Romance,,,,,
Crazy as Hell,Drama,,,,,,,
Ae Fond Kiss...,Comedy,Romance,,,,,,
Moonlight Mile,Drama,Romance,,,,,,
Shanghai Ghetto,Documentary,,,,,,,
Skins,Crime,Drama,,,,,,
Wasabi,Action,Comedy,Drama,,,,,
Jonah: A VeggieTales Movie,Animation,Children,Musical,,,,,
Red Dragon,Crime,Mystery,Thriller,,,,,
Between Strangers,Drama,,,,,,,
Bloody Sunday,Drama,,,,,,,
Heaven,Drama,,,,,,,
Pipe Dream,Drama,,,,,,,
The Man from Elysian Fields,Drama,,,,,,,
Welcome to Collinwood,Comedy,,,,,,,
Flirting with Disaster,Drama,,,,,,,
Mosura tai Gojira,Action,Adventure,Sci-Fi,,,,,
Gojira-Minira-Gabara: Oru kaijû daishingeki,Action,Sci-Fi,,,,,,
"Godzilla, King of the Monsters!",Horror,Sci-Fi,,,,,,
Modern Times,Drama,,,,,,,
The Onion Field,Drama,,,,,,,
Powaqqatsi,Documentary,,,,,,,
The Pride of the Yankees,Drama,,,,,,,
Texasville,Drama,,,,,,,
Dangerous Liaisons,Drama,Romance,,,,,,
Ernest Goes to Africa,Comedy,,,,,,,
Ernest in the Army,Comedy,,,,,,,
Dracula,Horror,,,,,,,
The Adventures of Bob & Doug McKenzie: Strange Brew,Comedy,,,,,,,
The Incredible Mr. Limpet,Animation,Comedy,War,,,,,
Claire of the Moon,Drama,Romance,,,,,,
Sukiyaki Western Django,Western,,,,,,,
Django 2: il grande ritorno,Western,,,,,,,
The Fan,Drama,Thriller,,,,,,
Festival in Cannes,Drama,,,,,,,
Flashback,Action,Comedy,,,,,,
Hanky Panky,Comedy,,,,,,,
The Rocking Horse Winner,Drama,Horror,,,,,,
Seance on a Wet Afternoon,Crime,Drama,Thriller,,,,,
Shamus,Crime,Mystery,,,,,,
The Wrong Guy,Comedy,,,,,,,
Eight Below,Horror,,,,,,,
Brown Sugar,Romance,,,,,,,
Knockaround Guys,Action,Comedy,Crime,,,,,
The Rules of Attraction,Comedy,Drama,Romance,Thriller,,,,
Tuck Everlasting,Drama,Fantasy,,,,,,
White Oleander,Drama,,,,,,,
Bowling for Columbine,Documentary,,,,,,,
Comedian,Comedy,Documentary,,,,,,
Le bossu,Adventure,Drama,,,,,,
Pokémon 4Ever,Adventure,Animation,Children,Fantasy,,,,
Punch-Drunk Love,Comedy,Drama,Romance,Thriller,,,,
Swept Away,Comedy,Romance,,,,,,
The Young Unknowns,Drama,,,,,,,
Abandon,Drama,Thriller,,,,,,
The 51st State,Action,Comedy,Crime,Thriller,,,,
The Ring,Drama,Horror,Mystery,Thriller,,,,
Auto Focus,Crime,Drama,,,,,,
La faute à Fidel!,Documentary,,,,,,,
The Grey Zone,Drama,,,,,,,
Hansel & Gretel,Children,Fantasy,,,,,,
Naqoyqatsi,Documentary,War,,,,,,
Real Women Have Curves,Comedy,Drama,,,,,,
Russkiy kovcheg,Drama,Fantasy,War,,,,,
Goyangileul butaghae,Drama,,,,,,,
Tully,Drama,,,,,,,
Billy Bathgate,Crime,Drama,,,,,,
Hotaru no haka,Animation,Drama,War,,,,,
Jason Goes to Hell: The Final Friday,Action,Horror,,,,,,
The Mechanic,Action,Thriller,,,,,,
Saturday Night Fever,Comedy,Drama,Romance,,,,,
Stay Alive,Comedy,Drama,Musical,,,,,
To the Devil a Daughter,Fantasy,Horror,Mystery,,,,,
Urban Cowboy,Drama,,,,,,,
Terror Train,Horror,,,,,,,
Times Square,Drama,,,,,,,
Tom Horn,Western,,,,,,,
L'uomo puma,Action,Fantasy,Sci-Fi,Thriller,,,,
Up the Academy,Comedy,,,,,,,
When Time Ran Out...,Action,Adventure,,,,,,
Wholly Moses!,Comedy,,,,,,,
Xanadu,Fantasy,Musical,Romance,,,,,
...All the Marbles,Action,Comedy,Drama,Romance,,,,
Absence of Malice,Drama,Romance,,,,,,
All Night Long,Comedy,Drama,,,,,,
The Moguls,Crime,Thriller,,,,,,
Banana Joe,Comedy,,,,,,,
Die bleierne Zeit,Drama,,,,,,,
Blow Out,Mystery,Thriller,,,,,,
Buddy,Comedy,,,,,,,
Burn After Reading,Horror,,,,,,,
The Butterfly Effect,Drama,,,,,,,
Cannibal ferox,Horror,,,,,,,
Carbon Copy,Comedy,,,,,,,
Charlie Chan and the Curse of the Dragon Queen,Comedy,Mystery,,,,,,
"Chi trova un amico, trova un tesoro",Action,Adventure,Comedy,,,,,
The Chosen,Drama,,,,,,,
The Goat,Comedy,,,,,,,
Continental Divide,Comedy,Romance,,,,,,
The Creature Wasn't Nice,Comedy,Horror,Musical,Sci-Fi,,,,
Czlowiek z zelaza,Drama,Romance,,,,,,
Dead & Buried,Horror,,,,,,,
Deadly Blessing,Horror,,,,,,,
Death Hunt,Adventure,,,,,,,
Endless Love,Drama,Romance,,,,,,
Enter the Ninja,Action,Drama,,,,,,
The Entity,Horror,,,,,,,
Eye of the Needle,Thriller,,,,,,,
Eyewitness,Thriller,,,,,,,
Faces of Death II,Documentary,Horror,,,,,,
Faces of Death,Documentary,Horror,,,,,,
Faces of Death III,Documentary,Horror,,,,,,
Faces of Death IV,Documentary,Horror,,,,,,
Faces of Death V,Documentary,Horror,,,,,,
Faces of Death VI,Documentary,Horror,,,,,,
Faces of Death: Fact or Fiction?,Documentary,Horror,,,,,,
La femme d'à côté,Drama,Romance,,,,,,
First Monday in October,Comedy,Drama,,,,,,
Fort Apache the Bronx,Action,Drama,,,,,,
Four Friends,Drama,,,,,,,
Händler der vier Jahreszeiten,Comedy,Drama,,,,,,
Galaxy of Terror,Action,Horror,Mystery,Sci-Fi,,,,
Gallipoli,Drama,War,,,,,,
Zork: Grand Inquisitor,Crime,Drama,,,,,,
Sien nui yau wan,Drama,Horror,,,,,,
Going Ape!,Comedy,,,,,,,
Goodbye Pork Pie,Action,Adventure,Drama,,,,,
Gregory's Girl,Comedy,Romance,,,,,,
Göta kanal eller Vem drog ur proppen?,Comedy,,,,,,,
Cool Hand Luke,Drama,Horror,,,,,,
Happy Birthday to Me,Horror,Mystery,,,,,,
Heartbeeps,Sci-Fi,,,,,,,
"Ladies and Gentlemen, the Fabulous Stains",Comedy,Drama,Musical,,,,,
Lady Chatterley's Lover,Drama,Romance,,,,,,
The Legend of the Lone Ranger,Western,,,,,,,
Lili Marleen,Drama,,,,,,,
Lola,Drama,,,,,,,
Looker,Drama,Horror,Sci-Fi,Thriller,,,,
"Looney, Looney, Looney Bugs Bunny Movie",Animation,Children,Comedy,,,,,
"I, Madman",Horror,,,,,,,
Mis,Comedy,Crime,,,,,,
Modern Problems,Comedy,,,,,,,
Modern Romance,Comedy,Romance,,,,,,
Ms. 45,Crime,Drama,,,,,,
My Bloody Valentine,Horror,Thriller,,,,,,
My Dinner with Andre,Drama,,,,,,,
Your Friends & Neighbors,Comedy,,,,,,,
Night of the Zombies,Horror,Sci-Fi,,,,,,
The Night the Lights Went Out in Georgia,Drama,,,,,,,
Only When I Laugh,Comedy,Drama,,,,,,
Pennies from Heaven,Musical,Romance,,,,,,
Five Easy Pieces,Horror,,,,,,,
Piranha Part Two: The Spawning,Horror,Sci-Fi,,,,,,
Polyester,Comedy,,,,,,,
Private Lessons,Comedy,,,,,,,
Le professionnel,Action,Drama,Thriller,,,,,
Derrida,Documentary,,,,,,,
Ghost Ship,Horror,,,,,,,
Jackass: The Movie,Action,Comedy,,,,,,
Paid in Full,Action,Drama,,,,,,
The Truth About Charlie,Mystery,Thriller,,,,,,
All or Nothing,Comedy,Drama,,,,,,
All the Queen's Men,Comedy,War,,,,,,
Food of Love,Drama,,,,,,,
Frida,Drama,Romance,,,,,,
Roger Dodger,Comedy,Drama,,,,,,
Time Changer,Drama,Sci-Fi,,,,,,
Beau travail,Drama,,,,,,,
The Big Knife,Film-Noir,,,,,,,
Casino Royale,Action,Adventure,Comedy,,,,,
The Company of Wolves,Fantasy,Horror,,,,,,
Escanaba in da Moonlight,Comedy,,,,,,,
Exodus,Drama,Romance,War,,,,,
How to Murder Your Wife,Comedy,,,,,,,
The Russians Are Coming the Russians Are Coming,Comedy,War,,,,,,
The World of Henry Orient,Comedy,,,,,,,
I Spy,Action,Adventure,Comedy,Crime,,,,
The Santa Clause 2,Children,Comedy,Fantasy,Romance,,,,
Takhté siah,Drama,,,,,,,
Love in the Time of Money,Comedy,Drama,,,,,,
The Weight of Water,Thriller,,,,,,,
Femme Fatale,Crime,Thriller,,,,,,
8 Mile,Drama,,,,,,,
Tout près des étoiles: Les danseurs de l'Opéra de Paris,Documentary,Musical,,,,,,
Far from Heaven,Drama,Romance,,,,,,
"Dieu est grand, je suis toute petite",Comedy,Romance,,,,,,
The Rising Place,Drama,,,,,,,
Half Past Dead 2,Action,Crime,Thriller,,,,,
Harry Potter and the Chamber of Secrets,Adventure,Children,Fantasy,,,,,
Ararat,Drama,,,,,,,
El crimen del padre Amaro,Drama,Romance,,,,,,
Interview with the Assassin,Drama,,,,,,,
Standing in the Shadows of Motown,Documentary,,,,,,,
Jibeuro,Drama,,,,,,,
Acción mutante,Action,Comedy,Sci-Fi,,,,,
Eyes of an Angel,Drama,,,,,,,
Liberty Stands Still,Action,Drama,Thriller,,,,,
The Life and Death of Colonel Blimp,Drama,Romance,War,,,,,
Rio Grande,Romance,Western,,,,,,
Young Americans,Crime,Drama,,,,,,
Bad Day at Black Rock,Drama,Thriller,,,,,,
Men with Brooms,Comedy,Drama,Romance,,,,,
Mysterious Island,Adventure,Sci-Fi,,,,,,
Soul Assassin,Action,Crime,Thriller,,,,,
Left Behind II: Tribulation Force,Drama,,,,,,,
Dog Soldiers,Action,Horror,,,,,,
Goldfinger,Drama,,,,,,,
"God afton, Herr Wallenberg - En Passionshistoria från verkligheten",Drama,War,,,,,,
Houseboat,Comedy,Romance,,,,,,
Legion of the Dead,Comedy,Horror,,,,,,
Madame Bovary,Drama,,,,,,,
La gloire de mon père,Comedy,Drama,,,,,,
Le château de ma mère,Comedy,Drama,,,,,,
Return to the Blue Lagoon,Adventure,Romance,,,,,,
Trop belle pour toi,Comedy,Drama,Romance,,,,,
Toy Soldiers,Action,Drama,,,,,,
The Prowler,Horror,,,,,,,
The Pursuit of D.B. Cooper,Adventure,,,,,,,
Raggedy Man,Drama,,,,,,,
Ragtime,Drama,,,,,,,
Rich and Famous,Drama,,,,,,,
Ricomincio da tre,Comedy,,,,,,,
Rollover,Drama,,,,,,,
Saturday the 14th,Comedy,Horror,,,,,,
Scanners,Horror,Sci-Fi,Thriller,,,,,
Sharky's Machine,Crime,Drama,Romance,,,,,
Shock Treatment,Comedy,Musical,Sci-Fi,,,,,
Sjecas li se Dolly Bell,Comedy,Drama,Romance,,,,,
So Fine,Comedy,,,,,,,
La soupe aux choux,Comedy,,,,,,,
Southern Comfort,Drama,Thriller,War,,,,,
Sphinx,Mystery,Thriller,,,,,,
Storie di ordinaria follia,Drama,,,,,,,
Student Bodies,Comedy,Horror,,,,,,
Take This Job and Shove It,Comedy,,,,,,,
Tarzan the Ape Man,Adventure,,,,,,,
Tattoo,Drama,Thriller,,,,,,
They All Laughed,Comedy,,,,,,,
The Thief of Bagdad,Crime,Drama,Thriller,,,,,
Elvis,Documentary,Drama,Musical,,,,,
True Confessions,Crime,Drama,,,,,,
Revolution #9,Thriller,,,,,,,
Die Another Day,Action,Adventure,Thriller,,,,,
The Emperor's Club,Drama,,,,,,,
Friday After Next,Comedy,,,,,,,
Personal Velocity: Three Portraits,Drama,,,,,,,
The Quiet American,Drama,Thriller,War,,,,,
Hable con ella,Drama,Romance,,,,,,
Eight Crazy Nights,Animation,Comedy,Musical,,,,,
Extreme Ops,Action,Adventure,Crime,Thriller,,,,
Solyaris,Drama,Romance,Sci-Fi,,,,,
Treasure Planet,Adventure,Animation,Children,Sci-Fi,,,,
They,Horror,Thriller,,,,,,
Chrome Hearts,Comedy,Horror,,,,,,
"Was tun, wenn's brennt?",Comedy,Drama,,,,,,
Ik ook van jou,Drama,Romance,,,,,,
Another You,Comedy,,,,,,,
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Action,Crime,Drama,,,,,
Zhestokiy romans,Drama,Romance,,,,,,
Elling,Comedy,Drama,,,,,,
Day of the Woman,Horror,Thriller,,,,,,
The Island at the Top of the World,Adventure,Children,Drama,Fantasy,Sci-Fi,,,
The Last Seduction,Crime,Drama,Thriller,,,,,
Contact,Fantasy,Horror,Sci-Fi,,,,,
New Waterford Girl,Comedy,,,,,,,
Das Arche Noah Prinzip,Sci-Fi,,,,,,,
The Sword and the Sorcerer,Action,Adventure,Fantasy,,,,,
Zulu,Action,Drama,War,,,,,
Analyze That,Comedy,,,,,,,
Empire,Crime,Drama,,,,,,
Adaptation.,Comedy,Drama,Romance,,,,,
Equilibrium,Action,Sci-Fi,Thriller,,,,,
Ça commence aujourd'hui,Drama,,,,,,,
Madea Goes to Jail,Drama,,,,,,,
Bijitâ Q,Comedy,Drama,Horror,,,,,
Les uns et les autres,Drama,War,,,,,,
Urgh! A Music War,Documentary,,,,,,,
Vabank,Comedy,Crime,,,,,,
Varning för Jönssonligan,Comedy,Crime,,,,,,
"Vernon, Florida",Documentary,,,,,,,
Victory,Action,Drama,War,,,,,
Whose Life Is It Anyway?,Drama,,,,,,,
Zoot Suit,Drama,Musical,,,,,,
Alone in the Dark,Horror,,,,,,,
Android Apocalypse,Sci-Fi,,,,,,,
Attack Force Z,War,,,,,,,
Attila,Action,,,,,,,
Author! Author!,Comedy,Drama,,,,,,
Barbarosa,Western,,,,,,,
The Beast Within,Horror,,,,,,,
My Best Friend's Wedding,Comedy,Drama,Romance,,,,,
The Best Little Whorehouse in Texas,Comedy,Musical,,,,,,
The Border,Drama,,,,,,,
La boum,Comedy,Romance,,,,,,
Brimstone & Treacle,Drama,Thriller,,,,,,
Britannia Hospital,Comedy,Drama,,,,,,
Burden of Dreams,Documentary,,,,,,,
Cannery Row,Drama,,,,,,,
Class of 1984,Action,Drama,Thriller,,,,,
"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",Drama,,,,,,,
Danton,Drama,,,,,,,
Deathtrap,Comedy,Crime,Mystery,Thriller,,,,
Dünyayi kurtaran adam,Adventure,Sci-Fi,,,,,,
Eating Raoul,Comedy,,,,,,,
Drumline,Comedy,Drama,Musical,Romance,,,,
The Hot Chick,Comedy,,,,,,,
Maid in Manhattan,Comedy,Romance,,,,,,
Star Trek: Nemesis,Action,Drama,Sci-Fi,Thriller,,,,
About Schmidt,Comedy,Drama,,,,,,
El Bola,Drama,,,,,,,
Evelyn,Drama,,,,,,,
Family Guy,Drama,,,,,,,
Intacto,Thriller,,,,,,,
The Jimmy Show,Comedy,Drama,,,,,,
Morvern Callar,Drama,,,,,,,
The Lord of the Rings: The Two Towers,Action,Adventure,Fantasy,,,,,
Guizi lai le,Drama,War,,,,,,
25th Hour,Crime,Drama,,,,,,
Antwone Fisher,Drama,,,,,,,
Gangs of New York,Crime,Drama,,,,,,
Two Weeks Notice,Comedy,Romance,,,,,,
The Wild Thornberrys Movie,Animation,Children,Comedy,,,,,
Narc,Crime,Drama,Thriller,,,,,
Bad Influence,Drama,Thriller,,,,,,
Blue Steel,Action,Thriller,,,,,,
Body of Evidence,Drama,Thriller,,,,,,
The Children's Hour,Drama,,,,,,,
The Business,Action,Comedy,,,,,,
The Duellists,Action,War,,,,,,
A Kiss Before Dying,Film-Noir,Mystery,,,,,,
Miami Blues,Comedy,Crime,Drama,,,,,
My Girl,Comedy,Drama,Romance,,,,,
My Girl,Comedy,Drama,Romance,,,,,
Tonari no Totoro,Animation,Children,Fantasy,,,,,
The Road to Hong Kong,Comedy,,,,,,,
Running Time,Crime,Thriller,,,,,,
The Thief of Bagdad,Adventure,Fantasy,,,,,,
War and Peace,Drama,Romance,War,,,,,
Stay,Crime,,,,,,,
Where's Poppa?,Comedy,,,,,,,
The Whistle Blower,Thriller,,,,,,,
Attack of the Crab Monsters,Horror,Sci-Fi,,,,,,
Black Christmas,Comedy,Horror,Mystery,Thriller,,,,
The Day of the Triffids,Horror,Sci-Fi,,,,,,
Esther Kahn,Drama,,,,,,,
Invaders from Mars,Sci-Fi,,,,,,,
Histoire d'O,Drama,Romance,,,,,,
Asoka,Action,Drama,Romance,,,,,
Fat City,Drama,,,,,,,
"Love, Honour and Obey",Comedy,Crime,Drama,,,,,
Quicksilver,Drama,,,,,,,
Catch Me If You Can,Crime,Drama,,,,,,
Pinocchio,Children,Comedy,Fantasy,,,,,
Chicago,Comedy,Crime,Drama,Musical,,,,
The Hours,Drama,Romance,,,,,,
Max,Drama,,,,,,,
Nicholas Nickleby,Adventure,Drama,,,,,,
The Pianist,Drama,War,,,,,,
Sonny,Crime,Drama,,,,,,
Champagne for Caesar,Comedy,,,,,,,
Doppelgänger,Horror,Thriller,,,,,,
Heavy Metal 2000,Action,Animation,Fantasy,,,,,
La casa sperduta nel parco,Horror,Thriller,,,,,,
The King of Comedy,Comedy,Drama,,,,,,
Love Liza,Drama,,,,,,,
Confessions of a Dangerous Mind,Action,Comedy,Drama,,,,,
Vale Abraão,Drama,,,,,,,
Blue Collar Comedy Tour: The Movie,Comedy,Documentary,,,,,,
Just Married,Comedy,Romance,,,,,,
P.S. Your Cat Is Dead!,Comedy,,,,,,,
Le fils,Drama,,,,,,,
Hyôryû-gai,Crime,Drama,Thriller,,,,,
Double Whammy,Action,Comedy,Drama,,,,,
WiseGirls,Crime,Drama,,,,,,
A Guy Thing,Comedy,Romance,,,,,,
Kangaroo Jack,Action,Comedy,,,,,,
National Security,Action,Comedy,,,,,,
Da wan,Comedy,,,,,,,
Cidade de Deus,Action,Crime,Drama,,,,,
Yadon ilaheyya,Comedy,Drama,Romance,War,,,,
En kærlighedshistorie,Drama,,,,,,,
Indagine su un cittadino al di sopra di ogni sospetto,Thriller,,,,,,,
Alice Adams,Comedy,Drama,,,,,,
Der amerikanische Freund,Crime,Drama,Mystery,Thriller,,,,
American Me,Drama,,,,,,,
Bande à part,Comedy,Crime,Drama,Romance,,,,
The Break-Up,Comedy,Romance,,,,,,
CB4,Comedy,,,,,,,
Der Totmacher,Crime,Drama,,,,,,
Dogfight,Drama,Romance,,,,,,
Fun in Acapulco,Comedy,Musical,,,,,,
Girls! Girls! Girls!,Comedy,Musical,,,,,,
Imitation of Life,Drama,Romance,,,,,,
A Little Romance,Comedy,Romance,,,,,,
Mystery Date,Comedy,,,,,,,
Pépé le Moko,Crime,Drama,Romance,,,,,
Secret Admirer,Comedy,Romance,,,,,,
Summer Lovers,Comedy,Drama,Romance,,,,,
Tune in Tomorrow...,Comedy,Romance,,,,,,
The Woman in Red,Comedy,Romance,,,,,,
Darkness Falls,Horror,Thriller,,,,,,
Amen.,Drama,,,,,,,
Im toten Winkel - Hitlers Sekretärin,Documentary,,,,,,,
Im Spiegel der Maya Deren,Documentary,,,,,,,
Blind Date,Horror,Thriller,,,,,,
Love and a Bullet,Crime,Drama,,,,,,
Dead Reckoning,Drama,Film-Noir,Mystery,,,,,
The Devil at 4 O'Clock,Drama,,,,,,,
Ethan Frome,Drama,,,,,,,
Milk,Children,Comedy,,,,,,
The Harder They Come,Action,Crime,Drama,,,,,
The Horse in the Gray Flannel Suit,Children,Comedy,,,,,,
Krush Groove,Drama,Musical,,,,,,
The Moon-Spinners,Children,Mystery,,,,,,
Sugar Hill,Drama,,,,,,,
Chaos,Comedy,Crime,Drama,,,,,
Biker Boyz,Action,Crime,Drama,,,,,
Final Destination 2,Horror,Thriller,,,,,,
The Recruit,Thriller,,,,,,,
The Guru,Comedy,Romance,,,,,,
Kedma,Drama,War,,,,,,
Lost in La Mancha,Documentary,,,,,,,
May,Drama,Horror,,,,,,
The Harder They Fall,Drama,Film-Noir,,,,,,
I'm All Right Jack,Comedy,,,,,,,
Murder by Decree,Crime,Horror,Mystery,Thriller,,,,
Ordinary Decent Criminal,Comedy,Crime,,,,,,
Pursued,Thriller,Western,,,,,,
Topâzu,Drama,,,,,,,
La femme infidèle,Drama,Thriller,,,,,,
La decima vittima,Crime,Drama,,,,,,
The Freshman,Mystery,Sci-Fi,Thriller,,,,,
Den enfaldige mördaren,Drama,,,,,,,
Enigma,Drama,Sci-Fi,,,,,,
Evil Under the Sun,Crime,Drama,Mystery,,,,,
Firefox,Action,Sci-Fi,Thriller,,,,,
Five Days One Summer,Drama,,,,,,,
Forced Vengeance,Action,Adventure,,,,,,
Le gendarme et les gendarmettes,Comedy,Crime,,,,,,
The Grey Fox,Romance,Western,,,,,,
Hammett,Crime,Mystery,,,,,,
Honkytonk Man,Comedy,Drama,,,,,,
"I, the Jury",Crime,Drama,Thriller,,,,,
If You Could See What I Hear,Comedy,Drama,Romance,,,,,
Jekyll and Hyde... Together Again,Comedy,Sci-Fi,,,,,,
Jönssonligan & DynamitHarry,Comedy,Crime,,,,,,
Kiss Me Goodbye,Comedy,,,,,,,
Laberinto de pasiones,Comedy,,,,,,,
The Last American Virgin,Comedy,Drama,,,,,,
The Last Unicorn,Animation,Children,Fantasy,,,,,
Liquid Sky,Comedy,Sci-Fi,,,,,,
Long xiao ye,Action,,,,,,,
Making Love,Drama,,,,,,,
Manhattan Baby,Horror,,,,,,,
Megaforce,Action,Sci-Fi,,,,,,
A Midsummer Night's Sex Comedy,Comedy,Romance,,,,,,
The Missing,Drama,Mystery,Thriller,,,,,
The Mission,Comedy,,,,,,,
Monsignor,Drama,War,,,,,,
Monty Python Live at the Hollywood Bowl,Comedy,,,,,,,
Moonlight,Drama,,,,,,,
Mother Lode,Adventure,,,,,,,
La notte di San Lorenzo,Drama,War,,,,,,
La nuit de Varennes,Drama,,,,,,,
One from the Heart,Drama,Romance,,,,,,
Pandemonium,Comedy,Horror,Mystery,,,,,
Paradise,Adventure,Romance,,,,,,
Partner(s),Comedy,,,,,,,
Passion,Drama,,,,,,,
Permanent Vacation,Drama,,,,,,,
Personal Best,Drama,,,,,,,
Pirates of the Caribbean: The Curse of the Black Pearl,Adventure,Comedy,Musical,,,,,
Privates on Parade,Comedy,Drama,War,,,,,
Przypadek,Drama,,,,,,,
Le père Noël est une ordure,Comedy,,,,,,,
Q,Drama,Fantasy,Horror,Sci-Fi,Thriller,,,
Querelle,Drama,,,,,,,
Richard Pryor Live on the Sunset Strip,Comedy,Documentary,,,,,,
Sans soleil,Documentary,,,,,,,
Savannah Smiles,Comedy,,,,,,,
The Secret Policeman's Other Ball,Comedy,Documentary,Musical,,,,,
Die Sehnsucht der Veronika Voss,Drama,,,,,,,
Shoot the Moon,Drama,,,,,,,
Six-Pack,Comedy,Drama,,,,,,
Six Weeks,Drama,,,,,,,
Soldier,Action,,,,,,,
Some Kind of Hero,Comedy,Drama,,,,,,
Lo squartatore di New York,Crime,Horror,Mystery,Thriller,,,,
Der Stand der Dinge,Drama,,,,,,,
Starstruck,Comedy,Musical,,,,,,
Still of the Night,Mystery,Thriller,,,,,,
Sword of the Valiant: The Legend of Sir Gawain and the Green Knight,Adventure,Comedy,Fantasy,Romance,,,,
Tag: The Assassination Game,Action,Thriller,,,,,,
The Tempest,Comedy,Drama,,,,,,
Tenebre,Crime,Horror,Mystery,Thriller,,,,
My Name Is Bruce,Comedy,,,,,,,
Time Walker,Horror,Sci-Fi,,,,,,
Trail of the Pink Panther,Comedy,Crime,,,,,,
La traviata,Drama,Musical,,,,,,
Venom,Horror,Thriller,,,,,,
Finnegan Begin Again,Drama,,,,,,,
Die weiße Rose,Drama,Film-Noir,,,,,,
White Dog,Drama,Horror,Thriller,,,,,
Who Dares Wins,Action,War,,,,,,
Wrong Is Right,Drama,Thriller,,,,,,
Yol,Drama,,,,,,,
Il mondo di Yor,Sci-Fi,,,,,,,
Zapped!,Comedy,Sci-Fi,,,,,,
Deliver Us from Eva,Comedy,Romance,,,,,,
How to Lose a Guy in 10 Days,Comedy,Romance,,,,,,
Shanghai Knights,Action,Adventure,Comedy,,,,,
Daredevil,Action,Crime,Fantasy,,,,,
The Jungle Book 2,Animation,Children,,,,,,
All the Real Girls,Drama,Romance,,,,,,
Amandla! A Revolution in Four Part Harmony,Documentary,Musical,,,,,,
Chihwaseon,Drama,,,,,,,
Jerry Maguire,Adventure,Drama,,,,,,
À la folie... pas du tout,Romance,Thriller,,,,,,
Lockdown,Drama,,,,,,,
Dennis the Menace,Comedy,,,,,,,
The Stand,Comedy,,,,,,,
10 to Midnight,Action,Adventure,Thriller,,,,,
The Black Stallion Returns,Adventure,Children,,,,,,
The Black Stallion,Adventure,Children,Drama,,,,,
A Countess from Hong Kong,Comedy,,,,,,,
Into the West,Adventure,Children,,,,,,
Kinjite: Forbidden Subjects,Crime,Thriller,,,,,,
Messenger of Death,Thriller,,,,,,,
Mr. Majestyk,Action,Drama,,,,,,
Murphy's Law,Action,,,,,,,
A Patch of Blue,Drama,Romance,,,,,,
A Prayer for the Dying,Action,Drama,,,,,,
Q,Crime,Drama,,,,,,
The Red Badge of Courage,Drama,War,,,,,,
The Thrill of It All,Comedy,,,,,,,
Pillow Talk,Comedy,Musical,Romance,,,,,
The Man Who Fell to Earth,Drama,Sci-Fi,,,,,,
Dark Blue,Action,Crime,Drama,Thriller,,,,
Gods and Generals,Action,Drama,War,,,,,
The Life of David Gale,Crime,Drama,Thriller,,,,,
Old School,Comedy,,,,,,,
Lawless Heart,Comedy,Drama,,,,,,
The Navigators,Comedy,Drama,,,,,,
Elsker dig for evigt,Romance,,,,,,,
Poolhall Junkies,Comedy,Drama,Thriller,,,,,
Till Human Voices Wake Us,Drama,Romance,,,,,,
Stone Reader,Documentary,,,,,,,
Cradle 2 the Grave,Action,Crime,Thriller,,,,,
Spider,Drama,Mystery,,,,,,
American Heart,Crime,Drama,,,,,,
Edie & Pen,Comedy,,,,,,,
Insignificance,Comedy,Drama,,,,,,
Lady Jane,Drama,Romance,,,,,,
Hatuna Meuheret,Comedy,Drama,Romance,,,,,
Life Stinks,Comedy,,,,,,,
The Meteor Man,Comedy,,,,,,,
